UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,Power [W],Temp_diff [K],Wear_torque,wear_ratio
210,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,1,6805.527445716449,10.200000000000045,5456.0,0.62
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,1,5757.523552405431,10.300000000000011,4548.6,0.63
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,1,5591.249525226434,10.199999999999989,4339.2,0.64
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,0,7445.323261595521,10.300000000000011,6877.0,0.5416666666666666
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,1,6516.856968753595,10.300000000000011,6061.5,0.675
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,2,6173.428531838671,10.300000000000011,5082.7,0.6227272727272727
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,1,6532.879091286903,10.300000000000011,5642.0,0.7
217,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,1,6012.139165003371,10.300000000000011,5438.599999999999,0.71
218,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,1,5506.416051603998,10.199999999999989,4550.400000000001,0.72
219,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,1,5773.273403575427,10.300000000000011,5562.6,0.73
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,2,6937.767552481556,10.199999999999989,6837.6,0.6727272727272727
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,1,7814.523230245395,10.199999999999989,7957.700000000001,0.755
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,0,4649.148720267927,10.100000000000023,3717.9,0.6375
223,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,1,6144.955230421635,10.200000000000045,7110.0,0.79
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,1,5652.102174926468,10.200000000000045,5504.0,0.8
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,1,4860.169498809554,10.300000000000011,4746.6,0.81
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,1,7673.402888246141,10.199999999999989,8823.199999999999,0.82
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,1,6847.28968405817,10.099999999999966,8167.200000000001,0.83
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,1,5818.009682962545,10.199999999999989,6064.8,0.84
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,2,6328.832648436246,10.199999999999989,6307.0,0.7727272727272727
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,1,5186.099264643984,10.199999999999989,5570.6,0.865
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,1,5721.46854071773,10.300000000000011,6089.999999999999,0.875
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,1,6354.89739548553,10.099999999999966,7628.7,0.885
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,1,7098.156329422827,10.199999999999989,8520.4,0.895
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,1,5525.935813958302,10.199999999999989,6316.9,0.905
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,1,6639.881737068171,10.199999999999989,7850.7,0.915
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,2,5928.8136558546585,10.199999999999989,6234.500000000001,0.8409090909090909
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,1,6058.718512080596,10.199999999999989,7275.6,0.94
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,2,5948.417194013058,10.100000000000023,6954.0,0.8636363636363636
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,1,7337.493329748808,10.200000000000045,9707.9,0.965
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,1,5162.327880231821,10.199999999999989,5967.0,0.975
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,2,7235.339208629582,10.100000000000023,10165.2,0.8954545454545455
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,1,4521.914217797541,10.100000000000023,4860.0,1.0
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,1,8300.33911819652,10.199999999999989,11877.599999999999,1.01
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,1,6659.359611520428,10.199999999999989,8996.4,1.02
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,2,7172.727267043536,10.199999999999989,10114.6,0.9363636363636364
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,2,5349.901905602153,10.200000000000045,6562.599999999999,0.95
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,1,5560.3571974661345,10.200000000000045,7102.0,1.06
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,1,6999.4160723205,10.199999999999989,9737.0,1.07
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,1,8101.28780766507,10.300000000000011,12268.8,1.08
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,1,8268.776584003455,10.300000000000011,12251.6,1.09
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,1,5691.246419390198,10.300000000000011,0.0,0.0
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,2,6539.916258830944,10.199999999999989,85.2,0.00909090909090909
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,1,6073.326917919787,10.199999999999989,179.0,0.025
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,1,6849.446911013635,10.199999999999989,337.40000000000003,0.035
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,1,6008.882380619149,10.199999999999989,341.09999999999997,0.045
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,1,6299.479701076206,10.199999999999989,444.4,0.055
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,1,8781.06562604883,10.199999999999989,819.0,0.065
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,1,4989.110933288391,10.0,442.5,0.075
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,1,5881.878261610025,10.099999999999966,644.3,0.085
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,2,9502.061140047688,10.099999999999966,1214.1,0.08636363636363636
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,2,7825.728244043198,10.100000000000023,1080.2,0.1
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,1,5559.927846470145,10.099999999999966,802.5,0.125
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,2,4872.065662991147,10.099999999999966,723.6,0.12272727272727273
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,2,5367.945119409272,10.100000000000023,968.9999999999999,0.13636363636363635
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,1,6914.1218317755365,10.099999999999966,1567.5,0.165
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,1,5648.939638321855,10.100000000000023,1298.5,0.175
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,0,6589.80475016995,10.100000000000023,1616.9,0.15416666666666667
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,1,4317.532671730501,10.100000000000023,886.2,0.21
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,0,4674.689868541612,10.100000000000023,1091.2,0.18333333333333332
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,1,5904.937551687375,10.0,1813.0,0.245
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,0,6303.2915001625615,10.0,2019.6000000000001,0.2125
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,2,6203.765844896837,10.0,2284.7999999999997,0.2545454545454545
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,1,6278.326310542034,10.0,2383.6,0.295
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,1,6869.197056829203,9.899999999999977,2806.0,0.305
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,1,4930.415510543821,9.899999999999977,1795.5,0.315
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,1,8025.16701766859,10.0,3555.5,0.325
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,2,4874.704600820162,9.899999999999977,1782.2,0.30454545454545456
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,0,7852.442253574224,10.0,3549.0,0.2916666666666667
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,2,4987.592496839156,10.0,2205.0,0.3409090909090909
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,1,4457.35448876627,10.100000000000023,1825.1999999999998,0.39
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,2,6663.024802949616,10.0,3496.0,0.36363636363636365
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,1,6215.012746596688,9.899999999999977,3029.5,0.415
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,2,7248.910888893089,10.0,4233.0,0.38636363636363635
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,1,6614.832771643549,10.0,3784.0,0.44
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,1,4123.780180808106,10.100000000000023,1728.0,0.45
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,1,5911.2207369945545,10.100000000000023,3312.0,0.46
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,1,5524.4697373866275,10.100000000000023,3120.8,0.47
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,1,5973.005392515154,10.100000000000023,3033.6000000000004,0.48
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,0,6120.555527478756,10.199999999999989,4135.6,0.4083333333333333
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,1,7022.632442030528,10.299999999999955,4810.1,0.515
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,1,6866.767558510427,10.299999999999955,4788.0,0.525
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,1,6571.143689807626,10.300000000000011,4558.2,0.535
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,1,5619.9950980067815,10.299999999999955,4381.8,0.545
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,0,6530.491480870174,10.399999999999977,4972.799999999999,0.4625
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,2,7341.81825563525,10.399999999999977,5927.6,0.5272727272727272
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,2,5516.762363409821,10.5,3653.2999999999997,0.5409090909090909
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,1,6749.083497706953,10.5,5636.400000000001,0.61
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,1,4538.438995155423,10.5,3137.2000000000003,0.62
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,0,4169.13430675043,10.600000000000023,2356.2,0.525
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,2,5841.812483301244,10.5,4663.6,0.5954545454545455
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,1,6505.463459396576,10.599999999999966,5132.2,0.67
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,1,4937.9553329124365,10.699999999999989,3685.6000000000004,0.68
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,0,5557.603067906488,10.599999999999966,4843.8,0.575
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,2,6737.302525255991,10.599999999999966,6220.5,0.65
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,1,5002.200902678348,10.599999999999966,4015.0,0.73
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,1,4280.608486075308,10.599999999999966,2841.6,0.74
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,1,6776.98084047083,10.599999999999966,7065.0,0.75
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,2,6051.9012560223055,10.599999999999966,5563.2,0.6909090909090909
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,1,6450.318036350564,10.600000000000023,7316.0,0.775
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,2,6190.94814687019,10.600000000000023,6405.599999999999,0.7136363636363636
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,0,6679.738075866713,10.600000000000023,6688.0,0.6666666666666666
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,2,6710.159164728975,10.600000000000023,7276.5,0.75
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,1,5534.22961856378,10.700000000000045,6048.0,0.84
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,1,6984.849554383354,10.600000000000023,8636.0,0.85
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,2,7215.191127744559,10.600000000000023,9116.0,0.7818181818181819
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,1,6998.169907234576,10.5,7105.0,0.875
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,1,5959.056721133215,10.599999999999966,5876.400000000001,0.885
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,1,5011.259161496198,10.599999999999966,5083.599999999999,0.895
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,1,6317.61716266293,10.599999999999966,7221.9,0.905
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,1,5418.744672617819,10.599999999999966,5874.3,0.915
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,0,6200.456700635055,10.599999999999966,7067.000000000001,0.7708333333333334
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,1,5166.349118828414,10.599999999999966,6175.0,0.95
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,1,6065.368216530694,10.699999999999989,7680.0,0.96
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,1,7568.546997444824,10.699999999999989,8982.199999999999,0.97
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,2,6528.983516396451,10.699999999999989,8212.4,0.8909090909090909
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,1,4946.1444177627955,10.699999999999989,5532.2,0.995
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,1,6507.432190792826,10.800000000000011,8321.4,1.005
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,1,8152.338688285906,10.800000000000011,11510.1,1.015
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,0,5599.80512921971,10.799999999999955,6437.0,0.8541666666666666
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,0,5385.527566293863,10.800000000000011,6279.0,0.875
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,2,6134.085319840215,10.799999999999955,9008.5,0.9772727272727273
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,2,7560.022809378085,10.799999999999955,11314.199999999999,0.990909090909091
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,2,6474.571131636277,10.699999999999989,0.0,0.0
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,1,5398.418568149093,10.699999999999989,93.9,0.015
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,2,6891.732748130952,10.600000000000023,224.0,0.022727272727272728
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,1,4743.71065914098,10.700000000000045,207.2,0.04
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,2,4282.776185006285,10.599999999999966,205.0,0.045454545454545456
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,1,5053.08423169099,10.699999999999989,360.09999999999997,0.065
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,1,6252.460531027478,10.699999999999989,573.0,0.075
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,2,5776.195084743265,10.699999999999989,547.4000000000001,0.07727272727272727
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,1,6081.662610427313,10.700000000000045,788.0,0.1
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,2,5223.21194585839,10.800000000000011,717.2,0.1
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,1,7162.988329817408,10.800000000000011,1162.5,0.125
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,1,7064.059577155865,10.800000000000011,1312.2,0.135
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,2,3537.684655354394,10.699999999999989,400.20000000000005,0.1318181818181818
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,1,5460.768710347338,10.800000000000011,1052.8,0.16
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,2,6905.932746925178,10.800000000000011,1536.8000000000002,0.15454545454545454
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,1,6596.84191771399,10.800000000000011,1509.6,0.185
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,1,5367.819455703128,10.699999999999989,1236.3,0.195
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,1,5729.060722963905,10.699999999999989,1406.3,0.205
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,0,6494.719212521299,10.699999999999989,1904.8999999999999,0.17916666666666667
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,2,5229.809290430929,10.799999999999955,1488.0,0.21818181818181817
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,2,7259.3828644050545,10.799999999999955,2346.0,0.2318181818181818
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,0,5259.026102109314,10.800000000000011,1620.0,0.225
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,1,5955.349641801979,10.699999999999989,2023.6999999999998,0.295
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,1,6271.529998434768,10.699999999999989,2250.9,0.305
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,2,7158.872843441205,10.799999999999955,3080.7,0.2863636363636364
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,1,5433.007503265117,10.799999999999955,2257.2000000000003,0.33
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,2,5637.996423911851,10.699999999999989,2495.6000000000004,0.3090909090909091
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,2,5677.716627028738,10.699999999999989,2456.6,0.32272727272727275
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,2,6084.4481559134965,10.800000000000011,2826.8,0.33636363636363636
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,1,6150.484433491953,10.800000000000011,2833.6,0.385
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,0,5306.778310443878,10.699999999999989,2441.1,0.32916666666666666
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,1,7198.058975806982,10.699999999999989,4015.2,0.42
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,1,8133.206389025544,10.799999999999955,4747.2,0.43
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,1,8146.9351489217315,10.799999999999955,5060.0,0.44
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,2,6647.274951779619,10.899999999999977,3681.0,0.4090909090909091
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,2,6292.892828479178,10.799999999999955,3561.8999999999996,0.42272727272727273
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,1,6159.1447572403495,10.899999999999977,3792.0,0.48
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,0,5999.468074633892,10.899999999999977,3537.8,0.4083333333333333
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,2,6318.6224723120795,10.800000000000011,3831.6000000000004,0.4681818181818182
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,1,6399.675562774695,10.899999999999977,4038.6000000000004,0.53
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,2,7606.685932259406,10.900000000000034,5583.6,0.4909090909090909
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,1,6210.300357616303,10.900000000000034,4662.0,0.555
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,1,6443.720691778025,10.900000000000034,4859.0,0.565
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,1,6004.023383981596,10.800000000000011,4301.0,0.575
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,2,7614.3723622851885,10.800000000000011,6072.3,0.5318181818181819
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,2,8037.618196552317,10.800000000000011,6468.0,0.5454545454545454
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,1,5400.146444108567,10.899999999999977,3616.2,0.615
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,1,4922.582472860871,10.899999999999977,3350.0,0.625
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,1,3436.8185872231384,10.800000000000011,1625.6000000000001,0.635
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,1,6540.628353165757,11.0,5211.599999999999,0.645
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,1,6710.441908067799,11.0,6288.0,0.655
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,2,5208.13230112116,11.100000000000023,3591.0,0.6045454545454545
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,1,4804.709916498181,11.0,3644.8,0.68
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,2,6722.547511759631,11.0,6265.2,0.6272727272727273
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,1,7030.58067144411,11.099999999999966,7176.9,0.705
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,1,7900.016438325084,11.0,8637.199999999999,0.715
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,1,7344.101146296859,11.099999999999966,6989.0,0.725
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,2,8080.008753424756,11.099999999999966,8055.599999999999,0.6681818181818182
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,1,7140.002343568643,11.099999999999966,7005.0,0.75
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,1,5948.825601058024,11.0,5791.2,0.76
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,2,6771.807684567919,10.899999999999977,6683.599999999999,0.7
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,2,7379.601143282424,10.899999999999977,8195.4,0.7136363636363636
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,1,6384.470254331321,10.899999999999977,6384.0,0.8
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,1,6202.205520545554,10.900000000000034,6107.400000000001,0.81
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,1,6646.9817364652845,10.900000000000034,6986.400000000001,0.82
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,2,5368.8352373277885,10.900000000000034,4797.4,0.7545454545454545
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,0,6857.803547472184,10.900000000000034,7368.400000000001,0.7041666666666667
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,1,7244.763986590351,11.0,8647.800000000001,0.87
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,1,3716.5041091967255,11.100000000000023,2974.3999999999996,0.88
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,1,5481.953516808045,11.0,5411.2,0.89
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,1,5675.747895632488,11.200000000000045,5813.999999999999,0.9
404,L47583,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,1,7971.833246386147,11.300000000000011,10883.6,0.91
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,1,6234.2078777101215,11.300000000000011,8445.6,0.92
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,1,8143.008158104743,11.199999999999989,10713.6,0.93
407,L47586,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,1,7820.9006633321815,11.200000000000045,9757.199999999999,0.94
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,2,7053.922704860282,11.100000000000023,7999.0,0.8636363636363636
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,2,6667.46492056669,11.200000000000045,8569.199999999999,0.8772727272727273
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,1,6310.066868318802,11.200000000000045,8094.799999999999,0.98
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,2,6921.221831172649,11.100000000000023,8890.199999999999,0.9
412,L47591,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,1,6629.252681923525,11.199999999999989,8904.3,1.005
413,L47592,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,1,7005.919169113431,11.100000000000023,9784.6,1.015
414,L47593,L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,1,5682.984030711256,11.0,7072.5,1.025
415,L47594,L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,1,5404.58656172564,11.0,6727.5,1.035
416,L47595,L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,1,6772.310339392493,10.899999999999977,8945.199999999999,1.045
417,L47596,L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,1,5917.818081567092,11.100000000000023,7975.799999999999,1.055
418,L47597,L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,1,7313.564865703967,11.0,10671.300000000001,1.065
419,L47598,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,1,3986.9638207442704,11.0,0.0,0.0
